Structure ID,SMILES
X404-1761-3689,CCc1csc(N[C@H]2C[C@@H](C(=O)N3CCn4nc(-c5ccc(C)cc5C)nc4C3)C2)n1
X404-1764-1035,N[C@@H](Cc1ccnc(Oc2ccccc2-c2ccccc2-c2ccc(=O)n([C@H]3C[C@@H](F)C3)c2)c1)C(=O)O
X404-1764-4001,CN1C(C(O)=O)=NN=C1[C@H]2CCC[C@](C3=CC=C(O)C=C3)(C2)O
X404-1764-2345,Cc1cc(CNc2ccccc2N2C[C@H](c3cnc([C@H]4CC[C@H](C(=O)O)CC4)s3)CC2=O)[nH]n1
X404-1764-0025,Oc1ccc(-c2cc(Nc3cc(Cc4cnccn4)on3)ccc2N2CCC(O)(C(F)(F)F)CC2)cc1
X404-1764-2402,NCc1ccc(-c2ncnc3scc(CN4CCN(S(=O)(=O)C5CC5)CC4)c23)cc1
X404-1764-3071,FC(F)(F)OC1(CNc2ccnc(-c3cc4ccncc4[nH]3)n2)CCCCC1
X404-1764-4281,C[C@@H]1CN(Cc2nnc3ccc(NCC(C)(C)CC#N)cn23)CC2(CCCCC2)O1
X404-1760-0042,O=S1(=O)Nc2c(-c3ccc(O[C@@H]4CNCC4(F)F)nc3)cccc2N1Cc1ccccc1C(F)(F)F
X404-1760-1189,O=C(O)c1ccccc1-c1ccc(CN[C@@H]2CCC[C@@H]2NCC(F)(F)F)[nH]1
X404-1760-0185,C[C@@H](NC(=O)CCC(F)(F)F)c1ccc(N2CC[C@H](Nc3csc(-c4ccc(O)cc4)n3)C2)cc1
X404-1760-0023,O=C1CC2(CCC2)CCN1C(=O)c1cc(-c2cc(C3CC(F)(F)C3)c3cn[nH]c3n2)cc2cccnc12
X404-1761-3537,Cc1ccn2ncc(-c3cnc(N4CCC(N5CCC[C@@H]5C)CC4)o3)c2c1
X404-1760-0572,CNC[C@@H](O)c1ccc(C2(CNC)CCCC2)cc1
X404-1760-2143,COC1=NN(CCN(C2)CC(NC3=CC=CC4=C3C=C(N4C)N5CCOC[C@H](C5)C)=O)C2=C1
X404-1768-5005,CC[C@H](Nc1cnn(C(C)C)c(=O)c1)c1ccc(-c2cccc(NC(=O)c3cscn3)c2)cc1
X404-1760-1425,Cc1cc(N2CCC(c3cc(-c4ccc(F)cc4)on3)CC2)n(CCCS(C)(=O)=O)n1
X404-1761-2220,CCCc1nc2c(-c3nccn3[C@@H]3CN(C(=O)C4CCC4)C[C@H]3F)ccnc2[nH]1
X404-1761-4128,CCN(c1cccc([C@@H](C)Nc2nc(=O)c(-c3ccccc3)c[nH]2)c1)S(C)(=O)=O
X404-1768-3704,Cc1cc(=O)nc(N(Cc2ccc(N3CC(C(F)(F)F)C3)cc2)c2cccc(C#N)c2)[nH]1
